Positive	Negative	Text	Explanation
2	-1	2.x: cleanup, enhancements 8/23-1 (#4410) 	2 .[sentence: 1,-1] x[2]:cleanup ,enhancements 8 /23 -1 (#4410 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x collect - handle post-terminal events properly (#4364) 	2 .[sentence: 1,-1] x[2]collect -handle post -terminal events properly (#4364 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: add missing ops, cleanup, fusion fixes (#4403) * 2.x: add missing ops, cleanup, fusion fixes * Fix scalar handling in flatMaps, rename Objects to ObjectHelper 	2 .[sentence: 1,-1] x[2]:add missing ops ,cleanup ,fusion fixes (#4403 )*2 .[sentence: 2,-1] x[2]:add missing ops ,cleanup ,fusion fixes *Fix scalar handling in flatMaps ,rename Objects to ObjectHelper [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Correct factory method name for converting an RS Publisher. (#4381) 	Correct factory method name for converting an RS Publisher .[sentence: 1,-1] (#4381 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Move single-use top-level type to nested class of its only use. (#4379) 	Move single -use top -level type to nested class of its only use .[sentence: 1,-1] (#4379 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: implement ops, add javadoc, remove unused components 8/19-2 (#4378) 	2 .[sentence: 1,-1] x[2]:implement ops ,add javadoc ,remove unused components 8 /19 -2 (#4378 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: added missing ops, cleanup 8/19-1 (#4375) 	2 .[sentence: 1,-1] x[2]:added missing ops ,cleanup 8 /19 -1 (#4375 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: move blocking operators into the base classes (#4371) 	2 .[sentence: 1,-1] x[2]:move blocking[-2]operators into the base classes (#4371 )[sentence: 2,-2] [result: max + and - of any sentence]
2	-1	2.x: remove Try+Optional, introduce Notification (#4370) 	2 .[sentence: 1,-1] x[2]:remove Try +Optional ,introduce Notification (#4370 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: add withLatestFrom many, cleanups and other enhancements (#4368) 	2 .[sentence: 1,-1] x[2]:add withLatestFrom many ,cleanups and other enhancements (#4368 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: test sync, fix retryWhen/redoWhen/publish(Function) (#4361) * 2.x: test sync, fix retryWhen/redoWhen/publish(Function) * Fix spelling error, use common parameter validation at more places 	2 .[sentence: 1,-1] x[2]:test sync ,fix retryWhen /redoWhen /publish (Function )(#4361 )*2 .[sentence: 2,-1] x[2]:test sync ,fix retryWhen /redoWhen /publish (Function )*Fix spelling error[-2],use common parameter validation at more places [sentence: 2,-2] [result: max + and - of any sentence]
2	-2	2.x: factor out inner classes from the base reactive types (#4360) 	2 .[sentence: 1,-1] x[2]:factor out inner classes from the base reactive[-2]types (#4360 )[sentence: 2,-2] [result: max + and - of any sentence]
2	-1	2.x: switch to throwing Action, switchMapDelayError (#4357) 	2 .[sentence: 1,-1] x[2]:switch to throwing Action ,switchMapDelayError (#4357 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: sync Completable javadoc and related changes (#4355) 	2 .[sentence: 1,-1] x[2]:sync Completable javadoc and related changes (#4355 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: Sync Single javadoc with 1.x (#4352) 	2 .[sentence: 1,-1] x[2]:Sync Single javadoc with 1 .[sentence: 2,-1] x[2](#4352 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: sync Javadoc of Observable (copy&adjust Flowable's) (#4346) 	2 .[sentence: 1,-1] x[2]:sync Javadoc of Observable (copy &adjust Flowable's )(#4346 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: sync javadoc of Flowable (#4342) 	2 .[sentence: 1,-1] x[2]:sync javadoc of Flowable (#4342 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	1.x: add TestSubscriber.assertValuesAndClear (#4322) * 1.x: add TestSubscriber.assertAndConsume * Rename to assertValuesAndClear() * Update javadoc example * Tag as experimental 	1 .[sentence: 1,-1] x[2]:add TestSubscriber .[sentence: 2,-1] assertValuesAndClear (#4322 )*1 .[sentence: 1,-1] x[2]:add TestSubscriber .[sentence: 2,-1] assertAndConsume *Rename to assertValuesAndClear ()*Update javadoc example *Tag as experimental [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Remove conditional resource management from async listeners. (#4338) Rename them to have a 'Resource' prefix. 	Remove conditional resource management from async listeners .[sentence: 1,-1] (#4338 )Rename them to have a 'Resource 'prefix .[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: move DisposableObserver to public area, add some javadocs (#4337) 	2 .[sentence: 1,-1] x[2]:move DisposableObserver to public area ,add some javadocs (#4337 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Extract 'WithUpstream' interfaces. (#4326) This allows use with types that do not extend directly from their base stream types. 	Extract 'WithUpstream 'interfaces .[sentence: 1,-1] (#4326 )This allows use with types that do not extend directly from their base stream types .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Skip static factories when converting between stream types. (#4324) Also rename Publisher->Completable factory method and operator implementation to match other stream types. 	Skip static[-2]factories when converting between stream types .[sentence: 1,-2] (#4324 )Also rename Publisher ->Completable factory method and operator implementation to match other stream types .[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	Rename create to unsafeCreate, add "safe" create methods. (#4317) This change is built around one goal: make the `create` methods actually usable by developers! Currently the advice given to most developers using 1.x is avoid `create` unless you are absolutely 100% sure you understand backpressure and cancellation, and even then avoid it if possible. This is a trap that most new developers fall into. _The method is named "create", after all, so it must be how I create these things!_ I want to make that not only correct, but advisable (at least when the still-convenient "from" methods are not suitable, such as when wrapping callback-based APIs). Because `Observable`, `Single`, and `Completable` are backpressure-free, this amounts to just suppressing downstream notifications when disposed. This doesn't seem too controversial. The most controversial part is that I have renamed `Flowable.fromAsync` to `Flowable.create` thus making it the canonical way for users to create `Flowable`s directly. I'm much less opinionated on this change, but it felt wrong to have an `Flowable.unsafeCreate` with no associated `create` and `fromAsync` is the "safest" version we have. 	Rename create to unsafeCreate ,add 'safe[2]'create methods .[sentence: 2,-1] (#4317 )This change is built around one goal :make the `create `methods actually usable by developers ![+0.6 punctuation mood emphasis][sentence: 2,-1] Currently the advice given to most developers using 1 .[sentence: 1,-1] x[2]is avoid[-2]`create `unless you are absolutely 100 %sure you understand backpressure and cancellation[-2],and even then avoid[-2]it if possible .[sentence: 2,-2] This is a trap[-2]that most new developers fall into .[sentence: 1,-2] _The method is named 'create ',after all ,so it must be how I create these things !_[+0.6 punctuation mood emphasis][sentence: 2,-1] I want to make that not only correct ,but advisable (at least when the still -convenient 'from 'methods are not suitable ,such as when wrapping callback -based APIs ).[sentence: 1,-1] Because `Observable `,`Single `,and `Completable `are backpressure -free ,this amounts to just suppressing[-2][--1 booster word]downstream notifications when disposed[-2].[sentence: 1,-2] This doesn't seem too controversial[-2].[sentence: 1,-2] The most controversial[-2]part is that I have renamed `Flowable .[sentence: 1,-2] fromAsync `to `Flowable .[sentence: 1,-1] create `thus making it the canonical way for users to create `Flowable `s directly .[sentence: 1,-1] I'm much less opinionated[-2]on this change ,but it felt wrong[-2]to have an `Flowable .[sentence: 1,-2] unsafeCreate `with no associated `create `and `fromAsync `is the 'safest[2]'version we have .[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Rename FlowableSource to FlowableWithUpstream to match ObservableWithUpstream. (#4314) 	Rename FlowableSource to FlowableWithUpstream to match ObservableWithUpstream .[sentence: 1,-1] (#4314 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Rename source/publisher wrapper class to more semantic 'from' name. (#4305) 	Rename source[-2]/publisher wrapper class to more semantic 'from 'name .[sentence: 1,-2] (#4305 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Move single and completable observers to correct package. (#4303) 	Move single and completable observers to correct package .[sentence: 1,-1] (#4303 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: Rename Observable Base Interface Types for consistency (#4300) 	2 .[sentence: 1,-1] x[2]:Rename Observable Base Interface Types for consistency (#4300 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: Rename Completable Base Interface Types for consistency (#4302) 	2 .[sentence: 1,-1] x[2]:Rename Completable Base Interface Types for consistency (#4302 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: Rename ObservableSource to ObservableWithUpstream (#4301) 	2 .[sentence: 1,-1] x[2]:Rename ObservableSource to ObservableWithUpstream (#4301 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: Rename Single Base Interface Types for consistency (#4297) 	2 .[sentence: 1,-1] x[2]:Rename Single Base Interface Types for consistency (#4297 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-2	Correct default subscriber name. (#4293) 	Correct default[-2]subscriber name .[sentence: 1,-2] (#4293 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: move Exceptions to public area, + ExceptionHelper (#4288) 	2 .[sentence: 1,-1] x[2]:move Exceptions to public area ,+ExceptionHelper (#4288 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: Functional interfaces now throw (#4278) * 1.x: use throwing functional interfaces + changes * Fix remaining classes * Fix mistakes. 	2 .[sentence: 1,-1] x[2]:Functional interfaces now throw (#4278 )*1 .[sentence: 2,-1] x[2]:use throwing functional interfaces +changes *Fix remaining classes *Fix mistakes[-2].[sentence: 2,-2] [result: max + and - of any sentence]
2	-1	2.x: test sync and missing operators (8/02) (#4273) 	2 .[sentence: 1,-1] x[2]:test sync and missing operators (8 /02 )(#4273 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: test sync and bugfixes (#4268) 	2 .[sentence: 1,-1] x[2]:test sync and bugfixes (#4268 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	toMultimap - prevent post-terminal-emissions (#4270) 	toMultimap -prevent post -terminal -emissions (#4270 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	doOnEach - reduce allocations, report to RxJavaHooks, use OnSubscribe (#4262) 	doOnEach -reduce allocations ,report to RxJavaHooks ,use OnSubscribe (#4262 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	toMap - prevent multiple terminal events and support backpressures (#4251) 	toMap -prevent multiple terminal events and support[2]backpressures (#4251 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	collect - prevent multiple terminal events (#4252) 	collect -prevent multiple terminal events (#4252 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	rename Map and Filter test classes now that have moved to OnSubscribe (#4243) 	rename Map and Filter test classes now that have moved to OnSubscribe (#4243 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: subscribeOn allow cancelling before the actual subscription happens (#4222) (just like 1.x) 	2 .[sentence: 1,-1] x[2]:subscribeOn allow cancelling[-2]before the actual subscription happens (#4222 )(just like[2][+-1 booster word]1 .[sentence: 2,-2] x[2])[sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: test sync + cleanup (#4204) * 2.x: test sync + cleanup * Adjust header copyright year * Disable PMD; eats to much memory and prone to travis kill-9 * Add missing headers * Trace scheduler leak * Fix a scheduler leak in AbstractSchedulerTests 	2 .[sentence: 1,-1] x[2]:test sync +cleanup (#4204 )*2 .[sentence: 2,-1] x[2]:test sync +cleanup *Adjust header copyright year *Disable[-2]PMD ;eats to much memory and prone to travis kill[-2]-9 *Add missing headers *Trace scheduler leak[-2]*Fix a scheduler leak[-2]in AbstractSchedulerTests [sentence: 2,-2] [result: max + and - of any sentence]
2	-2	2.x: sync unit tests of Completable, add missing features (#4195) * 2.x: sync unit tests of Completable, add missing features * Fix small documentation errors 	2 .[sentence: 1,-1] x[2]:sync unit tests of Completable ,add missing features (#4195 )*2 .[sentence: 2,-1] x[2]:sync unit tests of Completable ,add missing features *Fix small documentation errors[-2][sentence: 2,-2] [result: max + and - of any sentence]
2	-1	2.x: introduce op-fusion to Observable + disposable-chaining fixes 	2 .[sentence: 1,-1] x[2]:introduce op -fusion to Observable +disposable -chaining fixes [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	1.x: add missing RxJavaHooks options, fix bugs (#4182) 	1 .[sentence: 1,-1] x[2]:add missing RxJavaHooks options ,fix bugs (#4182 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: reduce overhead of blocking first/last/single (#4167) 	2 .[sentence: 1,-1] x[2]:reduce overhead of blocking[-2]first /last /single (#4167 )[sentence: 2,-2] [result: max + and - of any sentence]
2	-1	2.x: measure overhead of toBlocking() first and last (#4166) 	2 .[sentence: 1,-1] x[2]:measure overhead of toBlocking ()first and last (#4166 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: enable op-fusion on GroupBy, doOnX, fix mistakes in map and filter (#4160) 	2 .[sentence: 1,-1] x[2]:enable op -fusion on GroupBy ,doOnX ,fix mistakes[-2]in map and filter (#4160 )[sentence: 2,-2] [result: max + and - of any sentence]
2	-2	2.x: Enable fusion-consumers (#4157) * 2.x: Enable fusion-consumers * Fix observeOn leaking the worker * Code cleanup 	2 .[sentence: 1,-1] x[2]:Enable fusion -consumers (#4157 )*2 .[sentence: 2,-1] x[2]:Enable fusion -consumers *Fix observeOn leaking[-2]the worker *Code cleanup [sentence: 2,-2] [result: max + and - of any sentence]
2	-2	2.x: enable scalar and async fuseable sources and intermediates (#4151) 	2 .[sentence: 1,-1] x[2]:enable scalar and async fuseable sources[-2]and intermediates (#4151 )[sentence: 2,-2] [result: max + and - of any sentence]
1	-1	Observable direct rest (#4145) * Switch the remaining Observable operators to direct impl. * Last set of operators, test renames 	Observable direct rest (#4145 )*Switch the remaining Observable operators to direct impl .[sentence: 1,-1] *Last set of operators ,test renames [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: enable fuseable sources, adjust operators (#4136) 	2 .[sentence: 1,-1] x[2]:enable fuseable sources[-2],adjust operators (#4136 )[sentence: 2,-2] [result: max + and - of any sentence]
2	-1	2.x: cleanup and test renames (#4134) 	2 .[sentence: 1,-1] x[2]:cleanup and test renames (#4134 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Correct method name for Flowable-->Observable. (#4127) 	Correct method name for Flowable -->Observable .[sentence: 1,-1] (#4127 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Remove XResource classes (#4126) 	Remove XResource classes (#4126 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Switch some Observable ops to direct, map fuseable (#4124) 	Switch some Observable ops to direct ,map fuseable (#4124 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Refactor ConditionalSubscriber, add base fuseable Subscribers (#4122) 	Refactor ConditionalSubscriber ,add base fuseable Subscribers (#4122 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-3	add groupBy overload with evictingMapFactory (#3931) 	add groupBy overload with evictingMapFactory[-3](#3931 )[sentence: 1,-3] [result: max + and - of any sentence]
1	-2	Remove explicit cancel flags where it can be inferred. (#4110) 	Remove explicit cancel[-2]flags where it can be inferred .[sentence: 1,-2] (#4110 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	1.x: update map() and filter() to implement OnSubscribe directly (#4097) 	1 .[sentence: 1,-1] x[2]:update map ()and filter ()to implement OnSubscribe directly (#4097 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-2	Simplify boolean disposables which run code on dispose. (#4111) 	Simplify boolean disposables which run code on dispose[-2].[sentence: 1,-2] (#4111 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	1.x: apply fixes based on PMD suggestions (#4091) * 1.x: apply fixes based on PMD suggestions * InternalError(Throwable cause) is not available * Remove private from inner (static) classes, add final where needed * Remove by akarnokd, update rules 	1 .[sentence: 1,-1] x[2]:apply fixes based on PMD suggestions (#4091 )*1 .[sentence: 2,-1] x[2]:apply fixes based on PMD suggestions *InternalError (Throwable cause )is not available *Remove private from inner (static[-2])classes ,add final where needed *Remove by akarnokd ,update rules [sentence: 2,-2] [result: max + and - of any sentence]
2	-1	Case IO acronym like a word. (#4114) 	Case IO acronym like[2]a word .[sentence: 2,-1] (#4114 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Remove explicit cancel flags where it can be inferred. (#4106) 	Remove explicit cancel[-2]flags where it can be inferred .[sentence: 1,-2] (#4106 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Expose isDisposed method on Disposable. (#4102) 	Expose[-2]isDisposed method on Disposable .[sentence: 1,-2] (#4102 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: convert Observable OnSubscribe to direct implementation (#4096) 	2 .[sentence: 1,-1] x[2]:convert Observable OnSubscribe to direct implementation (#4096 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Merge NbpCancelledSubscriber into NbpEmptySubscriber. (#4085) 	Merge NbpCancelledSubscriber into NbpEmptySubscriber .[sentence: 1,-1] (#4085 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	1.x: Deprecate TestObserver, enhance TestSubscriber a bit (#4011) 	1 .[sentence: 1,-1] x[2]:Deprecate TestObserver ,enhance TestSubscriber a bit (#4011 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	1.x: fix timed replay() replaying old data for late subscribers (#4023) 	1 .[sentence: 1,-1] x[2]:fix timed replay ()replaying old data for late subscribers (#4023 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-2	1.x: fix ReplaySubject anomaly around caughtUp by disabling that opt. (#4051) 	1 .[sentence: 1,-1] x[2]:fix ReplaySubject anomaly[-2]around caughtUp by disabling that opt .[sentence: 2,-2] (#4051 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update conversion method name to reflect new base type names. (#4055) 	Update conversion method name to reflect new base type names .[sentence: 1,-1] (#4055 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: make Flowable operators extend Flowable directly to reduce allocation (#4049) * Converting the Publisher-based operators to direct * Update remaining operators to implement Flowable directly 	2 .[sentence: 1,-1] x[2]:make Flowable operators extend Flowable directly to reduce allocation (#4049 )*Converting the Publisher -based operators to direct *Update remaining operators to implement Flowable directly [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: Single operators factored out, headers added (#4045) 	2 .[sentence: 1,-1] x[2]:Single operators factored out ,headers added (#4045 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: factor out Completable ops, unify disposed markers (#4043) * Some operators extracted * 2.x: factor out Completable ops, make them direct, fix disposed markers 	2 .[sentence: 1,-1] x[2]:factor out Completable ops ,unify disposed[-2]markers (#4043 )*Some operators extracted *2 .[sentence: 2,-2] x[2]:factor out Completable ops ,make them direct ,fix disposed[-2]markers [sentence: 2,-2] [result: max + and - of any sentence]
2	-1	2.x: Update Observable's ops to work with ObservableConsumable (#4041) 	2 .[sentence: 1,-1] x[2]:Update Observable's ops to work with ObservableConsumable (#4041 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: factor out consumer types, add XConsumable, update ops 	2 .[sentence: 1,-1] x[2]:factor out consumer types ,add XConsumable ,update ops [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: first step switching to the reduced-allocation architecture (#4030) 	2 .[sentence: 1,-1] x[2]:first step switching to the reduced -allocation architecture (#4030 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	1.x: promote UnicastSubject to be a standard+experimental Subject (#3936) 	1 .[sentence: 1,-1] x[2]:promote UnicastSubject to be a standard +experimental Subject (#3936 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-3	1.x: add Completable.safeSubscribe option + RxJavaPlugins hook support (#3942) Add option to safely subscribe a CompletableSubscriber / regular Subscriber and handle onXXX failures. 	1 .[sentence: 1,-1] x[2]:add Completable .[sentence: 2,-1] safeSubscribe[2]option +RxJavaPlugins hook support[2](#3942 )Add option to safely[2]subscribe a CompletableSubscriber /regular Subscriber and handle onXXX failures[-3].[sentence: 2,-3] [result: max + and - of any sentence]
1	-1	Add Completable.andThen(Completable), deprecate endWith() (#3948) Closes #3947 	Add Completable .[sentence: 1,-1] andThen (Completable ),deprecate endWith ()(#3948 )Closes #3947 [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	1.x: fix using() resource cleanup when factory throws or being non-eager (#3922) 	1 .[sentence: 1,-1] x[2]:fix using ()resource cleanup when factory throws or being non -eager (#3922 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-2	Expose scheduler factories which accept thread factories. (#3879) This allows hooks to create schedulers whose threads have different priorities. 	Expose[-2]scheduler factories which accept thread factories .[sentence: 1,-2] (#3879 )This allows hooks to create schedulers whose threads have different priorities .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Deprecate remaining public scheduler types. (#3871) 	Deprecate remaining public scheduler types .[sentence: 1,-1] (#3871 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fix an unsubscribe race in EventLoopWorker (#3868) There is an unsubscribe race condition similar to #3842 in `CachedThreadScheduler.EventLoopWorker` and `EventLoopsScheduler.EventLoopWorker`. Image the following execution order: | Execution Order | thread 1 | thread 2 | | ------------- | ------------- | ------------- | | 1 | | submit task A | | 2 | | submit task B | | 3 | unsubscribe Worker | | | 4 | unsubscribe task A | | | 5 | | task A won't run as it's unsubscribed | | 6 | | run task B | | 7 | unsubscribe task B | | So task B will run but its previous task A will be skipped. This PR adds a check before running an action and moves `workerUnderConcurrentUnsubscribeShouldNotAllowLaterTasksToRunDueToUnsubscriptionRace` to `AbstractSchedulerConcurrencyTests` to test all concurrent schedulers. 	Fix an unsubscribe race in EventLoopWorker (#3868 )There is an unsubscribe race condition similar to #3842 in `CachedThreadScheduler .[sentence: 1,-1] EventLoopWorker `and `EventLoopsScheduler .[sentence: 1,-1] EventLoopWorker `.[sentence: 1,-1] Image the following execution order :|Execution Order |thread 1 |thread 2 ||-------------|-------------|-------------||1 ||submit task A ||2 ||submit task B ||3 |unsubscribe Worker |||4 |unsubscribe task A |||5 ||task A won't run as it's unsubscribed ||6 ||run task B ||7 |unsubscribe task B ||So task B will run but its previous task A will be skipped .[sentence: 1,-1] This PR adds a check before running an action and moves `workerUnderConcurrentUnsubscribeShouldNotAllowLaterTasksToRunDueToUnsubscriptionRace `to `AbstractSchedulerConcurrencyTests `to test all concurrent schedulers .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Provide factories for creating the default scheduler instances. (#3856) 	Provide factories for creating the default[-2]scheduler instances .[sentence: 1,-2] (#3856 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	1.x: fix takeLast() backpressure (#3839) 	1 .[sentence: 1,-1] x[2]:fix takeLast ()backpressure (#3839 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	1.x: fix switchMap/switchOnNext producer retention and backpressure 	1 .[sentence: 1,-1] x[2]:fix switchMap /switchOnNext producer retention and backpressure [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	1.x: Fix typos in documentation and some code 	1 .[sentence: 1,-1] x[2]:Fix typos in documentation and some code [sentence: 2,-1] [result: max + and - of any sentence]
1	-2	observeOn: allow configurable buffer size The observeOn operator is backed by a small queue of 128 slots that may overflow quickly on slow producers. This could only be avoided by adding a backpressure operator before the observeOn (not only inconvenient, but also taking a perf. hit as it forces hops between two queues). This patch allows modifying the default queue size on the observeOn operator. Fixes: #3751 Signed-off-by: Galo Navarro <anglorvaroa@gmail.com> 	observeOn :allow configurable buffer size The observeOn operator is backed by a small queue of 128 slots that may overflow[-2][--1 booster word]quickly on slow producers .[sentence: 1,-1] This could only be avoided[-2]by adding a backpressure operator before the observeOn (not only inconvenient[-2],but also taking a perf .[sentence: 1,-2] hit as it forces hops between two queues ).[sentence: 1,-1] This patch allows modifying the default[-2]queue size on the observeOn operator .[sentence: 1,-2] Fixes :#3751 Signed -off -by :Galo Navarro <anglorvaroa @gmail .[sentence: 1,-1] com >[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: rename and refactor classes to match the design document 	2 .[sentence: 1,-1] x[2]:rename and refactor classes to match the design document [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	1.x: switchOnNextDelayError and switchMapDelayError 	1 .[sentence: 1,-1] x[2]:switchOnNextDelayError and switchMapDelayError [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	Operator sample emits last sampled value before termination 	Operator sample emits last sampled value[2]before termination [sentence: 2,-1] [result: max + and - of any sentence]
1	-2	Avoid swallowing errors in Completable Instead, deliver them up to the thread's uncaught exception handler. Fixes reactivex/rxjava#3726 	Avoid[-2]swallowing errors[-2]in Completable Instead ,deliver them up to the thread's uncaught exception handler .[sentence: 1,-2] Fixes reactivex /rxjava #3726 [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Add takeUntil(Completable) support and standardize tests 	Add takeUntil (Completable )support[2]and standardize tests [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	1.x: alias Observable.doOnCompleted to match Completable and 2x Closes #3700. 	1 .[sentence: 1,-1] x[2]:alias Observable .[sentence: 2,-1] doOnCompleted to match Completable and 2x Closes #3700 .[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: full JDK 6 compatible backport + including bugfixes up to today 	2 .[sentence: 1,-1] x[2]:full JDK 6 compatible backport +including bugfixes up to today [sentence: 2,-1] [result: max + and - of any sentence]
3	-2	Rename cache(int) to cacheWithCapacityHint(int) The parameter is a capacity hint, but more frequently confused with a buffer size like replay(int) than it is correctly understood. It also offers no guarantees, only the weak hope of optimization. This change renames the method, deprecating the old name. It also adds javadoc calling out that the parameter is not a bound and referencing replay(int).autoConnect() as a way to achieve that behavior. 	Rename cache (int )to cacheWithCapacityHint (int )The parameter is a capacity hint ,but more frequently confused[-2]with a buffer size like[2]replay (int )than it is correctly understood .[sentence: 2,-2] It also offers no guarantees ,only the weak[-2]hope[3]of optimization .[sentence: 3,-2] This change renames the method ,deprecating the old name .[sentence: 1,-1] It also adds javadoc calling out that the parameter is not a bound and referencing replay (int ).[sentence: 1,-1] autoConnect ()as a way to achieve that behavior .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Renamed Completable#finallyDo to #doAfterTerminate 	Renamed Completable #finallyDo to #doAfterTerminate [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Deprecate Observable.finallyDo() and add Observable.doAfterTerminate() instead 	Deprecate Observable .[sentence: 1,-1] finallyDo ()and add Observable .[sentence: 1,-1] doAfterTerminate ()instead [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Public API changes for 1.1.0 release 	Public API changes for 1 .[sentence: 1,-1] 1 .[sentence: 1,-1] 0 release [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	1.x: GroupBy backpressure fix 	1 .[sentence: 1,-1] x[2]:GroupBy backpressure fix [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	Window operator now supports backpressure in the inner observable 	Window operator now supports[2]backpressure in the inner observable [sentence: 2,-1] [result: max + and - of any sentence]
3	-1	1.x Remove all instances of Atomic*FieldUpdater Replace them all with their respective Atomic* counterparts For example AtomicLongFieldUpdater -> AtomicLong Addresses https://github.com/ReactiveX/RxJava/issues/3459 	1 .[sentence: 1,-1] x[2]Remove all instances of Atomic *FieldUpdater Replace them all with their respective[3]Atomic *counterparts For example AtomicLongFieldUpdater ->AtomicLong Addresses https ://github .[sentence: 3,-1] com /ReactiveX /RxJava /issues /3459 [sentence: 1,-1] [result: max + and - of any sentence]
